"Titles","Year","Cited by","Link"
"Iterative learning control and initial value estimation for probe–drogue autonomous aerial refueling of UAVs","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054630586&doi=10.1016%2fj.ast.2018.09.034&partnerID=40&md5=3a87ff0bceb8683f754c6362034fd6a7"
"Single walled carbon nano tube -Polyaniline core-shell/polyurethane polymer composite for electromagnetic interference shielding","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021200408&doi=10.1002%2fpc.24474&partnerID=40&md5=5d6f5fdb2c412980cd0e5b142ce885c4"
"A radar target classification algorithm based on dropout constrained deep extreme learning machine","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057109547&doi=10.12000%2fJR18048&partnerID=40&md5=b348d3254d344c36c2fa5a6fdeebc9a6"
"Universal and reusable hapten/antibody-mediated portable optofluidic immunosensing platform for rapid on-site detection of pathogens","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049936143&doi=10.1016%2fj.chemosphere.2018.06.159&partnerID=40&md5=4a5133c63710db0f1d85d8555d6e1550"
"When Machine Learning meets Security Issues: A survey","2018","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059102650&doi=10.1109%2fIISR.2018.8535799&partnerID=40&md5=f9c2285b7440d31cf8c51468f5020e06"
"An augmented reality geo-registration method for ground target localization from a low-cost UAV platform","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056260453&doi=10.3390%2fs18113739&partnerID=40&md5=8a06ef2ed73e3fb2827b9720f29c0eae"
"Deep learning for detection of routing attacks in the internet of things","2018","95","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062708145&doi=10.2991%2fijcis.2018.25905181&partnerID=40&md5=f7ecfd1605dc7ae73260fc092240262b"
"Use Cases and Designs for a Brain-Computer Interface using EEG Wireless Sensors","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068674385&doi=10.1109%2fISFEE.2018.8742434&partnerID=40&md5=ad01345f05c1d2c70a17dac0d6598ab6"
"Design and analysis of if signal preprocessing methods for the classification of ELINT signals","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061364918&doi=10.23919%2fNTSP.2018.8524096&partnerID=40&md5=5f77651aaee62cbaadb5f0cf068efbcb"
"Breathing patterns indicate cost of exercise during diving and response to experimental sound exposures in long-finned pilot whales","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056138460&doi=10.3389%2ffphys.2018.01462&partnerID=40&md5=4a4c1773c9691bd88ab9be0e0f6a7312"
"LoRa on the Move: Performance Evaluation of LoRa in V2X Communications","2018","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056775612&doi=10.1109%2fIVS.2018.8500655&partnerID=40&md5=2356eb8a6bda5005d65fe9027c6232c0"
"Single object tracking using particle filter framework and saliency-based weighted color histogram","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047948316&doi=10.1007%2fs11042-018-6180-5&partnerID=40&md5=538229c4ca8c37d66304bd92e77a9bcd"
"Functionality and Security Co-design Environment for Embedded Systems","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059526164&doi=10.1109%2fHPEC.2018.8547516&partnerID=40&md5=8514283432fc2a7f2e7aaa9b8bf396fd"
"Energy Efficient Real Time Environmental Monitoring System Using Buffer Management Protocol","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056842555&doi=10.1109%2fICCCNT.2018.8494144&partnerID=40&md5=38c85c0e055afa96646699815439f725"
"Perspective on improving environmental monitoring of biothreats","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055755374&doi=10.3389%2ffbioe.2018.00147&partnerID=40&md5=3d546b343250b9e09d34ee2ad5cb78d3"
"Multi-objective parallel optimization of geosynchronous space situational awareness architectures","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063192174&doi=10.2514%2f1.A34043&partnerID=40&md5=dae55713c2035fee81b4a00a69fd8849"
"Simulator for analysis cyber threats to RFID based system","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055552248&doi=10.1051%2fmatecconf%2f201821004022&partnerID=40&md5=1afb9bc859ec6a5cfaf1eb2d38aed620"
"Performance Analysis of 3D Localization for a Launch Vehicle Using TOA, AOA, and TDOA","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056408294&doi=10.1007%2fs11277-018-5862-7&partnerID=40&md5=7154af3a469dfa3116a26bf243dae7fa"
"Comparison of speed and accuracy of chosen magnetometer calibration algorithms in the presence of external interference","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061379997&doi=10.23919%2fNTSP.2018.8524105&partnerID=40&md5=8e3e8305d043334ac4009f2e1d5c84a0"
"Simulation and Performance Analysis of Tactical Battlefield Communication Network","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083206671&doi=10.1109%2fCCIOT45285.2018.9032455&partnerID=40&md5=0f3342cd6d660274779c0a7df1ff04c0"
"Cooperative Task Allocation of Large-Scale UCAV Based on DPSO-GT-SA Algorithm; [基于DPSO-GT-SA算法的大规模UCAV协同任务分配]","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059010627&doi=10.11784%2ftdxbz201711069&partnerID=40&md5=b661a1bf21b5b414022ccacfabe334ce"
"Clock around the clock: Time-based device fingerprinting","2018","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056824578&doi=10.1145%2f3243734.3243796&partnerID=40&md5=919762e389a1454a8b502c02361c7c9c"
"On-line AUV Survey Planning for Finding Safe Vessel Paths through Hazardous Environments∗","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068314228&doi=10.1109%2fAUV.2018.8729818&partnerID=40&md5=910856feac5469bc19cfcc536ddbd351"
"Visual salience and biological motion interact to determine camouflaged target detectability","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047812107&doi=10.1016%2fj.apergo.2018.05.016&partnerID=40&md5=c9fb506fd2014ef18c1f0e30cebf584c"
"Data-fusion-based detect equipment of tank initiative defense system","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057387197&doi=10.1051%2fmatecconf%2f201822801008&partnerID=40&md5=57bb42dabd9d78a0db2d89acc22a4b45"
"Performance comparison of wearable antennas for body centric wireless communication","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058425422&doi=10.1109%2fICETIETR.2018.8529013&partnerID=40&md5=e51232b13f83be307fd397d20e95c416"
"Relation between security and energy consumption in wireless sensor network (WSN)","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061389022&doi=10.23919%2fNTSP.2018.8524094&partnerID=40&md5=0c19fbb38ebfc111b7f902fc83e4f3c5"
"Digital camera-based lipase biosensor for the determination of paraoxon","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048991004&doi=10.1016%2fj.snb.2018.06.084&partnerID=40&md5=bf303da3a06784369e54480183233a16"
"A survey in wireless sensor network for explosives detection","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035813030&doi=10.1016%2fj.compeleceng.2017.11.013&partnerID=40&md5=d10b7123a900049f168199023b445fb2"
"A Stepwise Approach for Energy Efficient Trust Evaluation in Military IoT Networks","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059471592&doi=10.1109%2fICTC.2018.8539353&partnerID=40&md5=67ed6c1b3cf44eb5c66cd0f4a3d54faa"
"An anonymous data reporting strategy with ensuring incentives for mobile crowd-sensing","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049552889&doi=10.1007%2fs12652-017-0529-x&partnerID=40&md5=22f85d370a7cb6987684e1670aee9d68"
"Concept of the manipulators set for fast IEDs neutralization","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056319651&doi=10.1063%2f1.5066499&partnerID=40&md5=543c3a897287d1971f9ed2552d9430da"
"The oral microbiome of early stage Parkinson’s disease and its relationship with functional measures of motor and non-motor function","2018","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068999721&doi=10.1371%2fjournal.pone.0218252&partnerID=40&md5=ea748572f9e501aaae4354a84e11805c"
"Detecting Biothreat Agents: From Current Diagnostics to Developing Sensor Technologies","2018","87","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052338518&doi=10.1021%2facssensors.8b00420&partnerID=40&md5=ca72d0e12b121e109bd42462dfc61cb6"
"Direct growth of a polypyrrole aerogel on hollow CuS hierarchical microspheres yields particles with excellent electromagnetic wave properties","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056797244&doi=10.3390%2fpolym10111286&partnerID=40&md5=fa222bae03e5877a3514e71ae59439e8"
"Research and Evaluation on Key Technological Target System for Marine and Airborne Gravity Surveys; [海空重力测量关键技术指标体系论证与评估]","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058897311&doi=10.11947%2fj.AGCS.2018.20170617&partnerID=40&md5=73c7d209d483b2f161a0ae4b72ea581f"
"Radar-Vision Fusion for Correcting the Position of Target Vehicles","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058575384&doi=10.1109%2fIHMSC.2018.10186&partnerID=40&md5=f4ef16ff9adb6d24f8e86a34fafcd52e"
"Military Uniform for Health Analytics for Field Intelligent Zone (MUHAFIZ) Protecting the ones that protect our land","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058445661&doi=10.1109%2fICSSA.2018.8535755&partnerID=40&md5=9577a1a51307aca3af19e4cdf1434b58"
"Review of modeling and control in UAV autonomous maneuvering flight","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056352105&doi=10.1109%2fICMA.2018.8484542&partnerID=40&md5=a1e56f139f5925a61ea2fade378394bc"
"Modeling and simulation of fast steering mirror plant for laser beam pointing application","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067575291&doi=10.1109%2fCIPECH.2018.8724368&partnerID=40&md5=e92a2f4e88f10fe294a32df09d48fd27"
"Classification of Military Aircraft in Real-time Radar Systems based on Supervised Machine Learning with Labelled ADS-B Data","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059977561&doi=10.1109%2fSDF.2018.8547077&partnerID=40&md5=b92d723f08eedc89c043b6d5b24a449d"
"Contemplating Urban Operations Inoling a UGV Swarm","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058497164&doi=10.1109%2fICCR.2018.8534491&partnerID=40&md5=ac157d8dcece82f48bbb5d50e7088a4f"
"Analysis of the Effect of Agent's Perception in the Combat Operation Experiments","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058508146&doi=10.1109%2fIHMSC.2018.10185&partnerID=40&md5=a103b767afc76971b2f610b5cb236792"
"Fast steering mirror for optical fine pointing applications: A review paper applications: A review paper","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067566332&doi=10.1109%2fCIPECH.2018.8724374&partnerID=40&md5=2590822b93ac8daa9d7b017760937565"
"Role of Body Area Network in Battlefield of Things","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058293349&doi=10.1109%2fI2CT.2018.8529445&partnerID=40&md5=c3ceb45fca36951fa9ca10e840e9e805"
"A Miniature Rectifier Design for Radio Frequency Energy Harvesting Applied at 2.45 GHz","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056501685&doi=10.1109%2fEEEIC.2018.8493844&partnerID=40&md5=9d7dbb396eb679dabc4cb277c7b75145"
"Use of multi-spectral high repetition rate LED systems for high bandwidth underwater optical communications, and communications to surface and aerial systems","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056709100&doi=10.1109%2fUComms.2018.8493228&partnerID=40&md5=e8536553beb4a9160ca808f9acafd15e"
"Accurate integrated position and orientation method for vehicles based on strapdown inertial navigation system /Doppler radar","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052574183&doi=10.1177%2f0020294018792349&partnerID=40&md5=4b681d5547ee622cbac0fcd591860968"
"Military applications of soldier physiological monitoring","2018","62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049031985&doi=10.1016%2fj.jsams.2018.06.004&partnerID=40&md5=5cae3bf68b61821acd2a99197a2f1627"
"Detecting and preventing replay attacks in industrial automation networks operated with profinet IO","2018","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043693870&doi=10.1007%2fs11416-018-0315-0&partnerID=40&md5=636020c94c9eafc633c4ed7480ce5d0c"
"Monitoring military landscapes and detection of underground man-made critical infrastructures in Cyprus using Earth Observation","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057171508&doi=10.5194%2fadgeo-45-335-2018&partnerID=40&md5=6c8832427473721865a0647c35cadbe1"
"Object Tracking Based Combat Quadcopter","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059020680&doi=10.1109%2fICAEM.2018.8536299&partnerID=40&md5=f164e16f0a2e18b6b6d08af6b096bf4c"
"A system based on a UAV platform for broadband measurement of high intensity E.M. fields","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058277651&doi=10.1109%2fCAMA.2018.8530510&partnerID=40&md5=322ba33867c45f065b52370439669f90"
"Multi-dimensional encryption scheme based on physical layer for fading channel","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057558786&doi=10.1049%2fiet-com.2018.5238&partnerID=40&md5=3c3dc99f6a8b4254c1d9740177bef05a"
"Target recognition for synthetic aperture radar imagery based on convolutional neural network feature fusion","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058350100&doi=10.1117%2f1.JRS.12.046025&partnerID=40&md5=d79e6789af0d1f2024d671b4e4eb575c"
"Development of a Thermal/Visible Image Fusion System for Situation Awareness","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059959966&doi=10.1109%2fICAICTA.2018.8541301&partnerID=40&md5=ffbd3213c5d3acb95482dfe8cf2c79f1"
"Using publish/subscribe for short-lived IoT data","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057237441&doi=10.15439%2f2018F232&partnerID=40&md5=199eebc96da16524c2463b7283a3285d"
"A Survey of Smart City Assets for Future Military Usage","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058451438&doi=10.1109%2fISNCC.2018.8530890&partnerID=40&md5=1fc17a61495b7042e20316eab05f5149"
"Queue-based quantitative approach for border guard operational modelling. Constructive simulator models reflecting border crossings and blockade elements.","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055550359&doi=10.1051%2fmatecconf%2f201821002051&partnerID=40&md5=5c220b45d4a85270d30d22d79af6c141"
"Laser polarimeter based on rotary 1/4 waveplate; [一种基于旋转1/4波片法的激光偏振度测量仪]","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060603753&doi=10.5768%2fJAO201839.0607004&partnerID=40&md5=76db79f4aaa85c320083ea9445918a0e"
"A survey on securing UAS cyber physical systems","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057063287&doi=10.1109%2fMAES.2018.160145&partnerID=40&md5=42e1652f13222f0e473b9d74c1b3c957"
"Preventing web Application to avoid Illegal Entry of Hackers-a Review","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067450138&doi=10.1109%2fCESYS.2018.8723945&partnerID=40&md5=3bf418a67062e3420f6f3ec29737e2b6"
"Content sharing with mobility in an infrastructure-less environment","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050612355&doi=10.1016%2fj.comnet.2018.07.021&partnerID=40&md5=3e2c4cbfc2ac6a4220b812024194ec49"
"Information Protection by Noise Generator for Tactical Smart Platforms","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057762774&doi=10.1109%2fIoT-SIU.2018.8519863&partnerID=40&md5=0b77e518fddb9169f1a5bb5f88343331"
"Fast and simple glucose assay based on filter paper as enzymes carrier using phone camera detection","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051661467&doi=10.1007%2fs11696-018-0527-2&partnerID=40&md5=57fe16ca11e98a237f85103187e17249"
"An efficient lightweight game theory based intelligent routing protocol in sparsely connected opportunistic networks","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070509854&doi=10.1109%2fSYSMART.2018.8746965&partnerID=40&md5=4df2a98559b65c16211fe9b85a918752"
"Assessment of noise in the airplane cabin environment","2018","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044085638&doi=10.1038%2fs41370-018-0027-z&partnerID=40&md5=41ad14ad097bde10a482d80c4c7712a5"
"Predicting Ground Reaction Force from a Hip-Borne Accelerometer during Load Carriage","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054952643&doi=10.1249%2fMSS.0000000000001686&partnerID=40&md5=d7b3cb9d6596e18d7e9038010a71a22d"
